ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType,TerrorType2,Islam,No_Ideology,Other_Ideology,Design,Exp,QuasiLong,Corr,Sample,General,Student,Convenience,TargetSim,Lot,Bit,No,Exposure,R_Exposure,Threat,Emotions,Fear,Anger,Other_IV,Country2,US,Israel,Other_c
10005,Argyrides & Downey,2004,1,0,Us vs Them,NA,NA,1,0,1,100051,0,2,US,2001,243,0,1,University students (psychology),0,NA,20.6,NA,NA,60,NA,NA,NA,NA,NA,4,90,NA,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice,7,NA,2,0.8,3,2,1,0,99,NA,NA,NA,NA,2,Table 2 on p. 180,"m, sd",NA,NA,NA,17.53,4.67,30,18.2,4.58,30,NA,NA,0,0.07224,0.01645,0.128258,0.072366,0.017544,0.132454,60,0.0850681228774802,24,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,US,1,0,0
10005,Argyrides & Downey,2004,1,0,Us vs Them,NA,NA,1,0,1,100051,0,2,US,2001,243,0,1,University students (psychology),0,NA,20.6,NA,NA,60,NA,NA,NA,NA,NA,4,90,NA,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice,8,NA,2,0.8,3,2,1,0,99,NA,NA,NA,NA,3,Table 2 on p. 180,"m, sd",NA,NA,NA,17.53,4.67,30,19.51,5.79,32,NA,NA,0,0.193215,0.014668,0.121112,0.195675,0.016949,0.130188,62,0.327698626946699,25,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,US,1,0,0
10005,Argyrides & Downey,2004,1,0,Us vs Them,NA,NA,1,0,1,100051,0,2,US,2001,243,0,1,University students (psychology),0,NA,20.6,NA,NA,60,NA,NA,NA,NA,NA,4,90,NA,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice,31,NA,2,0.8,3,2,1,0,99,NA,NA,NA,NA,4,Table 2 on p. 180,"m, sd",NA,NA,NA,17.53,4.67,30,16.19,4.8,32,NA,NA,0,-0.139957,0.015352,0.123903,-0.140881,0.016949,0.130188,62,0.192953792332866,26,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,US,1,0,0
10005,Argyrides & Downey,2004,1,0,Us vs Them,NA,NA,1,0,1,100051,0,2,US,2002,243,0,1,University students (psychology),0,NA,20.6,NA,NA,60,NA,NA,NA,NA,NA,4,90,NA,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice,365,NA,2,0.8,3,2,1,0,99,NA,NA,NA,NA,5,Table 2 on p. 180,"m, sd",NA,NA,NA,17.53,4.67,30,19.68,5.15,45,NA,NA,0,0.207528,0.011947,0.109302,0.210587,0.013889,0.117852,75,0.435347872243293,27,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,US,1,0,0
10005,Argyrides & Downey,2004,1,0,Us vs Them,NA,NA,1,0,1,100051,0,2,US,2003,243,0,1,University students (psychology),0,NA,20.6,NA,NA,60,NA,NA,NA,NA,NA,4,90,NA,2,1,Terrorist attack,1,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Prejudice,730,NA,2,0.8,3,2,1,0,99,NA,NA,NA,NA,6,Table 2 on p. 180,"m, sd",NA,NA,NA,17.53,4.67,30,19.81,6.46,40,NA,NA,0,0.192073,0.013007,0.114048,0.194489,0.014925,0.122168,70,0.360146880554985,28,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,US,1,0,0
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,6,"""Il faut limiter l’immigration plus fortement qu’aujourd’hui pour diminuer la fréquence de tels événements""",0,NA,2,NA,1,4,2,0,10,NA,NA,NA,NA,11,Mail correspondence,"m, sd",NA,NA,NA,3.214286,2.0212729999999999,168,3.41875,2.111579,160,NA,NA,0,0.049388,0.003116,0.055821,0.049429,0.003165,0.056258,319,0.142243974685808,59,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,6,"""Il faut limiter l’immigration plus fortement qu’aujourd’hui pour diminuer la fréquence de tels événements""",0,NA,2,NA,1,4,2,1,10,NA,NA,NA,NA,12,Mail correspondence,"m, sd",NA,NA,NA,3.214286,2.0212729999999999,168,3.556291,2.005445,151,NA,NA,0,0.084595,0.002995,0.054727,0.084798,0.003077,0.055471,328,0.334078675229868,60,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Other,0,0,1
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,5,Defense vigilance towards Middle-Eastern man,0,NA,1,0.98,3,4,1,2,10,NA,NA,NA,NA,5,Table 1 on p. 1024,r,0.33,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.005329,0.073,0.342828,0.006803,0.08248,150,0.986416936795476,78,Anger,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,A lot,1,0,0,0,0,0,1,0,1,0,US,1,0,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Palestinians,1,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.71,0.7,82,NA,1,0,0.138659,0.005809,0.076217,0.139558,0.006211,0.07881,164,0.4268612170345,81,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A lot,1,0,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Arabs,1,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,2,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.95,0.58,82,NA,1,0,0.043436,0.006069,0.077904,0.043463,0.006211,0.07881,164,0.0855908026736081,82,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Jordans,1,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,3,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,3.34,0.53,82,NA,1,0,0.097605,0.005953,0.077156,0.097917,0.006211,0.07881,164,0.238106413751906,83,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Palestinians,90,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,4,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.82,0.61,82,NA,1,0,0.058703,0.006045,0.07775,0.058771,0.006211,0.07881,164,0.11597983288263,84,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A lot,1,0,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Arabs,90,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,5,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,2.94,0.57,82,NA,1,0,0.052559,0.006056,0.07782,0.052607,0.006211,0.07881,164,0.102575264542506,85,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,1,Social-evaluative traits: Jordans,90,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,6,Table 2 on p. 272,"m, sd",NA,NA,NA,2.89,0.57999999999999996,82,3.29,0.49,82,NA,1,0,0.145938,0.005778,0.076013,0.146987,0.006211,0.07881,164,0.464185174978553,86,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Palestinians,1,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,7,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.27,0.78,82,NA,1,0,0.068606,0.006026,0.077627,0.068714,0.006211,0.07881,164,0.140973928490665,87,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A lot,1,0,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Arabs,1,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,8,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.32,0.7,82,NA,1,0,0.091159,0.005972,0.077279,0.091413,0.006211,0.07881,164,0.213514636716486,88,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Jordans,1,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,9,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.25,0.58,82,NA,1,0,0.118806,0.005885,0.076714,0.11937,0.006211,0.07881,164,0.329661154990759,89,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Palestinians,90,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,10,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.21,0.61,82,NA,1,0,0.123901,0.005866,0.07659,0.124541,0.006211,0.07881,164,0.353755039529525,90,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A lot,1,0,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Arabs,90,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,11,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.17,0.71,82,NA,1,0,0.192151,0.005551,0.074505,0.194569,0.006211,0.07881,164,0.696900353217707,91,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,2,Potency traits: Jordans,90,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,12,Table 2 on p. 272,"m, sd",NA,NA,NA,3.337,0.67,82,3.14,0.45,82,NA,1,0,0.23175,0.005314,0.072897,0.236038,0.006211,0.07881,164,0.851574474239613,92,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,3,Intellectual traits: Palestinians,1,NA,2,NA,2,2,3,2,99,NA,NA,NA,NA,13,Table 2 on p. 272,"m, sd",NA,NA,NA,2.76,0.81,82,2.8,0.8,82,NA,1,0,-0.024837,0.006088,0.078026,-0.024842,0.006211,0.07881,164,0.0614178898821062,93,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A lot,1,0,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,3,Intellectual traits: Arabs,1,NA,2,NA,2,2,3,1,99,NA,NA,NA,NA,14,Table 2 on p. 272,"m, sd",NA,NA,NA,2.88,0.85,82,2.89,0.71,82,NA,1,0,-0.006384,0.006097,0.078083,-0.006385,0.006211,0.07881,164,0.0506582848446787,94,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,A bit,0,1,0,1,0,0,0,0,0,0,Israel,0,1,0
10014,Bar-Tal & Labin,2001,1,1.069,Realistic Conflict Theory,NA,NA,1,0,1,100141,0,4,Israel,1996,119,0,1,Adolescents,0,NA,15,NA,13-17,52.94,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorist attack,1,0,1,Two major attacks in Israel,1,2,24,1,1,NA,NA,3,Intellectual traits: Jordans,1,NA,2,NA,2,2,1,0,99,NA,NA,NA,NA,15,Table 2 on p. 272,"m, sd",NA,NA,NA,3.3,0.79,82,3.19,0.65,82,NA,1,0,0.075812,0.00601,0.077524,0.075957,0.006211,0.07881,164,0.161807110068975,95,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,No,0,0,1,1,0,0,0,0,0,0,Israel,0,1,0
