ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType,TerrorType2,Islam,No_Ideology,Other_Ideology,Design,Exp,QuasiLong,Corr,Sample,General,Student,Convenience,TargetSim,Lot,Bit,No,Exposure,R_Exposure,Threat,Emotions,Fear,Anger,Other_IV,Country2,US,Israel,Other_c
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,3,National idenitification,0,NA,1,0.71,3,NA,NA,NA,1,NA,NA,NA,NA,10,Table 2 on p. 43,r,-0.02,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0.010196,0.100975,-0.020003,0.010417,0.102064,99,0.0542872923661708,44,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,1,100091,0,3,Turkey,2015,2201,1,0,Representative sample of Turkish adults,0,NA,42.4,NA,18-91,56,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Calm period,1,Vote intention for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,1,Table 1 on p. 6,logit,0.15,NA,1776,NA,NA,NA,NA,NA,NA,NA,NA,2,0.058843,5.59e-4,0.023643,0.058911,5.64e-4,0.023749,1776,0.698899390236189,45,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,2,100092,0,3,Turkey,2015,1086,1,0,Representative sample of Turkish adults,0,NA,40.2,NA,18-90,49,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Calm period,1,Reported vote for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,2,Table 1 on p. 6,logit,-0.001,NA,932,NA,NA,NA,NA,NA,NA,NA,NA,2,-3.93e-4,0.001074,0.032772,-3.93e-4,0.001076,0.032802,932,0.0499992286559726,46,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,3,100093,0,3,Turkey,2015,1289,1,0,Representative sample of Turkish adults,0,NA,41.6,NA,18-86,51,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,Violent period,1,Reported vote for AKP,0,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,3,Table 1 on p. 6,logit,0.59,NA,1191,NA,NA,NA,NA,NA,NA,NA,NA,2,0.228004,7.55e-4,0.027477,0.232082,8.42e-4,0.029017,1191,0.999999999241347,47,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10009,Aytac & Carkoglu,2019,1,2.615,Conservative shift,Leadership and Competence,Issue Ownership; TMT,0,0,4,100094,0,4,Turkey,2015,705,1,0,Representative sample of Turkish adults,0,NA,43.5,NA,18-91,56,NA,NA,NA,NA,NA,4,NA,NA,3,1,Terrorism as most important problem,10,0,0,NA,0,0,NA,-99,1,NA,NA,1,Switched vote to AKP,90,NA,1,NA,1,NA,NA,NA,4,AKP,1,1,NA,4,Table 2 on p. 8,logit,0.65,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,2,0.25034,0.001358,0.036851,0.255775,0.00155,0.03937,648,0.999997195678557,48,Threat,No ideology,No ideology,0,1,0,Quasi-Long,0,1,0,General,1,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,1,Vote turnout,0,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,Table 1 on p. 677,proportions,NA,NA,NA,0.869,NA,3844.555,0.914,NA,1553.953,NA,NA,0,0.116847,6.26e-4,0.02502,0.117383,1.85e-4,0.013601,5399,0.999999999986629,61,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10013,"Barnes, Brown, & Osterman",2012,1,2.217,Masculine Honor Ideology,NA,NA,0,0,1,100131,0,3,US,2011,177,2,0,White males via online convenience sampling,0,NA,31.95,6.77,18-55,0,NA,5.46,1.84,1-9,0.6066666666666667,2,100,NA,2,1,Terrorism-directed hostility,12,1,1,Hypothetical attack by Afghani terrorist,1,2,250,2,0,NA,NA,4,Patriotism,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 1 on p. 1024,r,0.31,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31,0.005483,0.074047,0.320545,0.006803,0.08248,150,0.973697147345754,77,Anger,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,0,1,0,1,0,US,1,0,0
10019,Blanchar,2016,3,0,MSC,TMT,Familiarity,1,0,1,100191,1,3,US,2016,300,0,1,University students,0,NA,19.18,2.1,NA,59.33,NA,4.09,1.52,1-7,NA,3,NA,NA,2,1,Perceived national threat,10,0,0,NA,0,0,NA,-99,-99,NA,NA,2,System justification,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,Table 2 on p. 47,r,0.13,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.003232,0.056851,0.13074,0.003367,0.058026,300,0.616571135435134,133,Threat,No ideology,No ideology,0,1,0,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10019,Blanchar,2016,3,0,MSC,TMT,Familiarity,1,0,1,100191,1,1,US,2016,300,0,1,University students,0,NA,19.18,2.1,NA,59.33,NA,4.09,1.52,1-7,NA,3,NA,NA,2,2,Terrorist attacks (experiment),4,1,1,Several jihadi attacks,1,2,NA,1,0,NA,NA,2,System justification,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,6,Table 3 on p. 48,"m, sd",NA,NA,NA,3.83,0.9,149,3.76,0.9,151,NA,NA,0,0.038859,0.003321,0.057628,0.038878,0.003367,0.058026,300,0.102900070230898,137,Threat,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10019,Blanchar,2016,3,0,MSC,TMT,Familiarity,1,0,1,100191,1,2,US,2016,300,0,1,University students,0,NA,19.18,2.1,NA,59.33,NA,4.09,1.52,1-7,NA,3,NA,NA,2,3,Terrorist attack (quasi-exp),1,0,1,Brussels bombings,1,1,35,1,0,NA,NA,2,System justification,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,10,Table 4 on p. 50,"m, sd",NA,NA,NA,3.78,0.88,235,3.88,0.96,65,NA,NA,0,-0.04584,0.003316,0.057585,-0.045872,0.003367,0.058026,300,0.124250774587855,141,Acts of violence,Islamist,Islamist,1,0,0,Quasi-Long,0,1,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,US,1,0,0
10038,Celebi et al.,2014,1,1.216,Conflict frames,Responsibility Attribution,NA,2,0,1,100381,0,3,Turkey,2012,288,0,1,University students (Kurdish),0,NA,21.17,1.88,18-27,54,NA,3.75,2.01,0-10,0.3409090909090909,1,NA,NA,1,1,Terrorism frame,16,0,1,Conflict between Turkey and PKK,6,2,NA,2,1,NA,Kurds,2,National identity,0,NA,1,0.91,3,NA,NA,NA,1,NA,NA,NA,NA,3,Table 2 on p. 69,r,0.23,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.003125,0.055902,0.234189,0.003509,0.059237,288,0.97724435012957,244,Other,Other,Other,0,0,1,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10038,Celebi et al.,2014,1,1.216,Conflict frames,Responsibility Attribution,NA,2,0,1,100381,0,3,Turkey,2012,337,0,1,University students (Turkish),0,NA,21.17,1.88,18-27,54,NA,5.72,1.96,0-10,0.52,3,NA,NA,2,1,Terrorism frame,16,0,1,Conflict between Turkey and PKK,6,2,NA,2,1,NA,Turks,2,National identity,0,NA,1,0.92,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 2 on p. 69,r,0.11,NA,337,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,0.002905,0.053898,0.110447,0.002994,0.054717,337,0.524399046462236,245,Other,Other,Other,0,0,1,Correlations,0,0,1,Student,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,1,100391,0,3,US,2016,220,2,0,MTurkers,0,NA,40.5,12.8,NA,48.2,36.8,NA,NA,NA,NA,3,52.7,NA,3,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,4,Nationalism: nativism,0,NA,1,0.82,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 1 on p. 342,r,0.21,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.004172,0.064591,0.213171,0.004608,0.067882,220,0.882324450764789,249,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,1,100391,0,3,US,2016,220,2,0,MTurkers,0,NA,40.5,12.8,NA,48.2,36.8,NA,NA,NA,NA,3,52.7,NA,3,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,5,Nationalism: unilateralism,0,NA,1,0.66,2,NA,NA,NA,1,NA,NA,NA,NA,5,Table 1 on p. 342,r,0.12,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,0.12,0.004436,0.066603,0.120581,0.004608,0.067882,220,0.428557564475991,250,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,1,100391,0,3,US,2016,220,2,0,MTurkers,0,NA,40.5,12.8,NA,48.2,36.8,NA,NA,NA,NA,3,52.7,NA,3,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,6,Government efficiency,0,NA,1,0.82,3,NA,NA,NA,2,NA,NA,NA,NA,6,Table 1 on p. 342,r,-0.02,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0.004563,0.06755,-0.020003,0.004608,0.067882,220,0.0599687363712944,251,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,US,1,0,0
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,2,100392,0,3,Germany,2016,230,2,0,Clickworkers,0,NA,37.3,12.1,NA,45.5,NA,NA,NA,NA,NA,4,85.3,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,4,Nationalism: nativism,0,NA,1,0.76,3,NA,NA,NA,1,NA,NA,NA,NA,10,Table 1 on p. 342,r,0.15,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.004173,0.064599,0.15114,0.004405,0.06637,230,0.626108585771837,255,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,2,100392,0,3,Germany,2016,230,2,0,Clickworkers,0,NA,37.3,12.1,NA,45.5,NA,NA,NA,NA,NA,4,85.3,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,5,Nationalism: unilateralism,0,NA,1,0.65,2,NA,NA,NA,1,NA,NA,NA,NA,11,Table 1 on p. 342,r,0.31,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31,0.003568,0.059733,0.320545,0.004405,0.06637,230,0.998006204971215,256,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,2,100392,0,3,Germany,2016,230,2,0,Clickworkers,0,NA,37.3,12.1,NA,45.5,NA,NA,NA,NA,NA,4,85.3,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,6,Government efficiency,0,NA,1,0.87,3,NA,NA,NA,2,NA,NA,NA,NA,12,Table 1 on p. 342,r,-0.17,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.17,0.004118,0.064172,-0.171667,0.004405,0.06637,230,0.736130080880403,257,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,3,100393,1,3,UK,2018,151,2,0,Professional Service at Qualtrics,0,NA,46.9,16.1,NA,72.2,NA,NA,NA,NA,NA,3,74.8,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,5,Nationalism: nativism,0,NA,1,0.84,3,NA,NA,NA,1,NA,NA,NA,NA,17,Table 2 on p. 345,r,0.11,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,0.006506,0.08066,0.110447,0.006757,0.082201,151,0.270484340422656,262,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,3,100393,1,3,UK,2018,151,2,0,Professional Service at Qualtrics,0,NA,46.9,16.1,NA,72.2,NA,NA,NA,NA,NA,3,74.8,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,6,Nationalism: unilateralism,0,NA,1,0.74,3,NA,NA,NA,1,NA,NA,NA,NA,18,Table 2 on p. 345,r,0.18,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18,0.006242,0.079006,0.181983,0.006757,0.082201,151,0.602715498491158,263,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,3,100393,1,3,UK,2018,151,2,0,Professional Service at Qualtrics,0,NA,46.9,16.1,NA,72.2,NA,NA,NA,NA,NA,3,74.8,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,7,Government efficiency,0,NA,1,0.87,3,NA,NA,NA,2,NA,NA,NA,NA,19,Table 2 on p. 345,r,0.02,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0.006661,0.081615,0.020003,0.006757,0.082201,151,0.0567417971691894,264,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,4,100394,1,3,Spain,2018,183,2,0,Professional Service at Qualtrics,0,NA,42.8,11.4,NA,58.5,NA,NA,NA,NA,NA,4,85.8,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,5,Nationalism: nativism,0,NA,1,0.87,3,NA,NA,NA,1,NA,NA,NA,NA,24,Table 2 on p. 345,r,0.07,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.005441,0.073763,0.070115,0.005556,0.074539,183,0.156313195215497,269,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10039,Cheung-Blunden,2020,1,1.537,Ethnocentrism; ITT,NA,NA,2,0,4,100394,1,3,Spain,2018,183,2,0,Professional Service at Qualtrics,0,NA,42.8,11.4,NA,58.5,NA,NA,NA,NA,NA,4,85.8,NA,2,1,Terroristic risk,10,1,0,NA,1,0,NA,-99,-99,NA,NA,6,Nationalism: unilateralism,0,NA,1,0.66,2,NA,NA,NA,1,NA,NA,NA,NA,25,Table 2 on p. 345,r,-0.03,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,0.005485,0.074061,-0.030009,0.005556,0.074539,183,0.0687649594788035,270,Threat,Islamist,Islamist,1,0,0,Correlations,0,0,1,Convenience,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
