ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique,TerrorMeasure,TerrorType,TerrorType2,Islam,No_Ideology,Other_Ideology,Design,Exp,QuasiLong,Corr,Sample,General,Student,Convenience,TargetSim,Lot,Bit,No,Exposure,R_Exposure,Threat,Emotions,Fear,Anger,Other_IV,Country2,US,Israel,Other_c
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,1,100081,0,1,Germany,2008,144,0,1,University students,0,NA,22,2.9,NA,46.527,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Approval of torture,0,NA,1,0.88,3,NA,NA,NA,9,NA,NA,NA,NA,3,Table 1 on p. 41,"m, sd",NA,NA,NA,-1.34,1.75,48,-1.52,1.83,48,NA,NA,0,0.241172,0.008971,0.094715,0.246018,0.010753,0.103697,96,0.663994344984576,37,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,1,100081,0,1,Germany,2008,144,0,1,University students,0,NA,22,2.9,NA,46.527,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,NA,2,RWA,0,NA,1,0.76,3,NA,NA,NA,5,NA,NA,NA,NA,4,Table 1 on p. 41,"m, sd",NA,NA,NA,2.89,0.91,48,2.97,0.86,48,NA,NA,0,0.045134,0.010364,0.101804,0.045164,0.010753,0.103697,96,0.0720266662786455,38,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,1,Manipulated personal threat,3,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,1,Approval of torture,0,NA,1,0.85,3,NA,NA,NA,9,NA,NA,NA,NA,5,Table 2 on p. 43,r,0.19,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,0.19,0.009481,0.09737,0.192337,0.010417,0.102064,99,0.473216798739927,39,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,1,Manipulated personal threat,3,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,2,RWA,0,NA,1,0.76,3,NA,NA,NA,5,NA,NA,NA,NA,6,Table 2 on p. 43,r,0.14,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0.009808,0.099035,0.140926,0.010417,0.102064,99,0.283538347203385,40,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,1,Approval of torture,0,NA,1,0.85,3,NA,NA,NA,9,NA,NA,NA,NA,8,Table 2 on p. 43,r,0.04,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,0.04,0.010171,0.100851,0.040021,0.010417,0.102064,99,0.0677820611922304,42,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10008,Asbrock & Fritsche,2013,1,0.632,RWA,NA,NA,1,0,2,100082,0,1,Germany,2010,99,0,1,University students,0,NA,22,2.67,NA,62.626262,NA,NA,NA,NA,NA,4,NA,NA,2,2,Manipulated national threat,4,1,0,NA,0,0,NA,-99,-99,NA,In-group idenitification,2,RWA,0,NA,1,0.76,3,NA,NA,NA,5,NA,NA,NA,NA,9,Table 2 on p. 43,r,0.03,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.010186,0.100926,0.030009,0.010417,0.102064,99,0.0598833843156052,43,Threat,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,0,0,1,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,1,"""Les auteurs de ce fait doivent être condamnés avec la plus grande fermeté""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,5.559524,1.4001809999999999,168,5.70625,1.251901,160,NA,NA,0,0.055063,0.003026,0.055009,0.055119,0.003077,0.055471,328,0.168783587691667,49,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,1,"""Les auteurs de ce fait doivent être condamnés avec la plus grande fermeté""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,2,Mail correspondence,"m, sd",NA,NA,NA,5.559524,1.4001809999999999,168,5.736842,1.454551,152,NA,NA,0,0.061965,0.003095,0.055633,0.062044,0.003155,0.056169,320,0.197636416682475,50,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,2,"""En Belgique, l’action de l’Etat contre ce type d’événement doit être beaucoup plus forte qu’aujourd’hui""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,3,Mail correspondence,"m, sd",NA,NA,NA,5.01227,1.507134,163,5.158228,1.541453,158,NA,NA,0,0.047822,0.003097,0.055651,0.047859,0.003145,0.05608,321,0.136883293931989,51,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,2,"""En Belgique, l’action de l’Etat contre ce type d’événement doit être beaucoup plus forte qu’aujourd’hui""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,4,Mail correspondence,"m, sd",NA,NA,NA,5.01227,1.507134,163,5.226667,1.400607,150,NA,NA,0,0.07331,0.003152,0.056143,0.073442,0.003226,0.056798,313,0.253508619531829,52,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,3,"""Les moyens mis à la disposition de l’Etat belge sont suffisants pour lutter""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,5,Mail correspondence,"m, sd",NA,NA,NA,3.551515,1.437333,165,3.478261,1.541456,161,NA,NA,0,0.024578,0.003063,0.055344,0.024583,0.003096,0.055642,326,0.0726537893630281,53,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,3,"""Les moyens mis à la disposition de l’Etat belge sont suffisants pour lutter""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,6,Mail correspondence,"m, sd",NA,NA,NA,3.551515,1.437333,165,3.469799,1.392825,146,NA,NA,0,0.028797,0.003178,0.056374,0.028805,0.003215,0.056701,314,0.0800761753866119,54,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,4,"""Les procédures démocratiques empêchent le gouvernement de porter une action vigoureuse contre ce type d’événement""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,7,Mail correspondence,"m, sd",NA,NA,NA,3.596386,1.6768620000000001,166,3.748428,1.698728,159,NA,NA,0,0.062592,0.003154,0.05616,0.062674,0.003215,0.056701,314,0.197806464378341,55,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,4,"""Les procédures démocratiques empêchent le gouvernement de porter une action vigoureuse contre ce type d’événement""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,8,Mail correspondence,"m, sd",NA,NA,NA,3.596386,1.6768620000000001,166,3.797297,1.507169,148,NA,NA,0,0.044991,0.003061,0.055326,0.045021,0.003106,0.055731,325,0.127619658656201,56,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,1,Terror manipulation,2,1,0,NA,0,1,NA,-99,-99,NA,NA,5,"""Pour prévenir plus efficacement ce genre d’événement, il faut permettre à la police de surveiller plus facilement les communications mail et téléphone de la population""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,9,Mail correspondence,"m, sd",NA,NA,NA,3.473054,1.8878630000000001,167,3.26875,1.882464,160,NA,NA,0,-0.054094,0.003036,0.0551,-0.054147,0.003086,0.055552,327,0.16415673412248,57,Acts of violence,No ideology,No ideology,0,1,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10010,Baele et al.,2019,1,1.703,Securitization Theory,Framing,SIT,1,0,1,100101,0,1,Belgium,2015,481,0,1,University students,0,NA,19.40748,1.779591,NA,63.73166,NA,4.224215,1.426537,1-7,0.6034592857142858,3,NA,5.64854,2,2,Islamist manipulation,2,1,0,NA,1,1,NA,-99,-99,NA,NA,5,"""Pour prévenir plus efficacement ce genre d’événement, il faut permettre à la police de surveiller plus facilement les communications mail et téléphone de la population""",0,NA,1,NA,1,NA,NA,NA,9,NA,NA,NA,NA,10,Mail correspondence,"m, sd",NA,NA,NA,3.473054,1.8878630000000001,167,3.337748,1.7393,151,NA,NA,0,-0.037123,0.003134,0.055982,-0.03714,0.003175,0.056347,318,0.101157448620809,58,Acts of violence,Islamist,Islamist,1,0,0,Experiments,1,0,0,Student,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,2,PSOE vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,Table 1 on p. 677,proportions,NA,NA,NA,0.448,NA,3844.555,0.656,NA,1553.953,NA,NA,0,-0.208551,2.13e-4,0.014595,-0.211656,1.85e-4,0.013601,5399,1,62,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,3,PP vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,Table 1 on p. 677,proportions,NA,NA,NA,0.361,NA,3844.555,0.194,NA,1553.953,NA,NA,0,-0.2083,2.86e-4,0.016912,-0.211394,1.85e-4,0.013601,5399,1,63,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,1,100111,0,3,Spain,2004,5377,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,4,IU vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,4,Table 1 on p. 677,proportions,NA,NA,NA,0.056,NA,3844.555,0.047,NA,1553.953,NA,NA,0,0.046053,0.001194,0.034554,0.046086,1.85e-4,0.013601,5399,0.923016135406713,64,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,2,100112,0,3,Spain,2004,1000,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,2,PSOE vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,5,Table 1 on p. 677,proportions,NA,NA,NA,0.389,NA,716,0.542,NA,284,NA,NA,0,-0.151354,0.001156,0.034,-0.152526,0.001003,0.03167,1000,0.997870696994466,65,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
10011,Bali,2007,1,0.813,Rally-around-the-flag,Priming,Strategies of terrorism,1,0,2,100112,0,3,Spain,2004,1000,1,0,Nationally representative survey,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Self-reported terror influence on vote,16,0,1,11/03 Madrid,1,2,193,2,0,NA,NA,3,PP vote,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,6,Table 1 on p. 677,proportions,NA,NA,NA,0.431,NA,716,0.224,NA,284,NA,NA,0,-0.233232,0.001356,0.036824,-0.237605,0.001003,0.03167,1000,0.999999985388173,66,Other,Islamist,Islamist,1,0,0,Correlations,0,0,1,General,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,Other,0,0,1
